"Order","Line","SO# line","Order date","Bill To Location","Ship To Location","Ordered Item"," ","Item Description"," ","Unit Selling Price","Extended Price","Status","*Order Date","Request Date","Promise Date","cs name","Order Type","RBO","unit","Packing Instruction"
"75722629","122.1","75722629-122","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","125","0.0104","1.3","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","123.1","75722629-123","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","130","0.0104","1.35","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","124.1","75722629-124","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","290","0.0104","3.02","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","125.1","75722629-125","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","15","0.0104","0.16","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","126.1","75722629-126","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","455","0.0104","4.73","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","127.1","75722629-127","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","160","0.0104","1.66","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","128.1","75722629-128","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","185","0.0104","1.92","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","129.1","75722629-129","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","165","0.0104","1.72","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","130.1","75722629-130","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","185","0.0104","1.92","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","131.1","75722629-131","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","190","0.0104","1.98","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","132.1","75722629-132","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","180","0.0104","1.87","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","133.1","75722629-133","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","190","0.0104","1.98","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","134.1","75722629-134","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","130","0.0104","1.35","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","135.1","75722629-135","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","130","0.0104","1.35","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","136.1","75722629-136","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","815","0.0104","8.48","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","137.1","75722629-137","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","605","0.0104","6.29","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","138.1","75722629-138","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","935","0.0104","9.72","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","139.1","75722629-139","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","720","0.0104","7.49","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","140.1","75722629-140","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","250","0.0104","2.6","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","141.1","75722629-141","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","180","0.0104","1.87","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","142.1","75722629-142","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","100","0.0104","1.04","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","143.1","75722629-143","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","30","0.0104","0.31","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","144.1","75722629-144","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","140","0.0104","1.46","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","145.1","75722629-145","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","45","0.0104","0.47","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","146.1","75722629-146","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","90","0.0104","0.94","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","147.1","75722629-147","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","135","0.0104","1.4","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","148.1","75722629-148","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","80","0.0104","0.83","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","149.1","75722629-149","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","240","0.0104","2.5","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","150.1","75722629-150","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","350","0.0104","3.64","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","151.1","75722629-151","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","300","0.0104","3.12","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","152.1","75722629-152","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","350","0.0104","3.64","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","153.1","75722629-153","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","150","0.0104","1.56","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","154.1","75722629-154","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","150","0.0104","1.56","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","155.1","75722629-155","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","210","0.0104","2.18","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","156.1","75722629-156","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","135","0.0104","1.4","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","157.1","75722629-157","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","140","0.0104","1.46","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","158.1","75722629-158","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","190","0.0104","1.98","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","159.1","75722629-159","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","155","0.0104","1.61","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","160.1","75722629-160","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","130","0.0104","1.35","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","161.1","75722629-161","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","35","0.0104","0.36","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","162.1","75722629-162","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","65","0.0104","0.68","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","163.1","75722629-163","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","65","0.0104","0.68","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","164.1","75722629-164","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","35","0.0104","0.36","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","165.1","75722629-165","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","345","0.0104","3.59","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","166.1","75722629-166","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","65","0.0104","0.68","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","167.1","75722629-167","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","65","0.0104","0.68","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","168.1","75722629-168","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","75","0.0104","0.78","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","169.1","75722629-169","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","75","0.0104","0.78","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","170.1","75722629-170","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","80","0.0104","0.83","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","171.1","75722629-171","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","80","0.0104","0.83","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","172.1","75722629-172","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","75","0.0104","0.78","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","173.1","75722629-173","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","60","0.0104","0.62","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","174.1","75722629-174","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","55","0.0104","0.57","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","175.1","75722629-175","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","390","0.0104","4.06","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","176.1","75722629-176","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","150","0.0104","1.56","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","177.1","75722629-177","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","95","0.0104","0.99","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","178.1","75722629-178","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","130","0.0104","1.35","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","179.1","75722629-179","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","120","0.0104","1.25","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","180.1","75722629-180","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","80","0.0104","0.83","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","181.1","75722629-181","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","85","0.0104","0.88","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","182.1","75722629-182","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","50","0.0104","0.52","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","183.1","75722629-183","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","55","0.0104","0.57","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","184.1","75722629-184","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","50","0.0104","0.52","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","185.1","75722629-185","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","50","0.0104","0.52","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","186.1","75722629-186","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","55","0.0104","0.57","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
"75722629","187.1","75722629-187","5-Apr","CCH TOP CO LTD_NO 52-1, SEC 3, HISBI","CCH TOP (VN) CO LT_TAN THUAN ROAD, TANSH","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","50","0.0104","0.52","Production Open","","15-Apr-22","","0129413..........","VN GEN","NIKE INC","USD","0"
